chapter	canonical_path	canonical_sha256	protected_git_blob_sha1	pedagogy_path	pedagogy_sha256	composed_sha256
VII/17	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex	c6d7af1d9d06019b1e784b6ab2955b150c9bc9ef09a5f2c5baecb1ca4a6d1ece	5282683292b465f0e1dd1dbfe8e4b86a2953b782	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/pedagogy_expansion.tex	019d4991a1ce5166fabb951caf57c485809761ca1aaab4ded5d106620949fa97	908ed061ad7de05f19f1abe27e1d28cfb05bc03817a4cc3e108a87f196b2cdfa
VII/18	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex	1396153a58e2b7ede6d2daccb149c20c668774ba73ae816b373f69460fb1e614	ab33d944b8c9b12c93f52e43e2c8a309812bb511	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/pedagogy_expansion.tex	260586e5bd22d383c98d275b67c5209b96b6af6aa06d757d4841895c93912509	f86f8f601b7afa7f5893ddea70ea83dd7acb24d8af327114dbde3a069676c7ef
VII/19	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex	c7caf2f06d094786e706492e26f22ef8866952af84ca76f4db0391d0d74bf275	69f07ebc66ed08d14f8779a2c17da95c50a6bed4	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/pedagogy_expansion.tex	0b85b50ff7bfd9391e23e5b7c55f1778e9e6c1dddc9566b02dc3669e9fa6374f	3416403f89b0436a956f5687feb4d12e42fee57b5d9630ec539033d339150fe2
VII/20	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex	2927c217da57d88e9592603179a2a361b8a9800df95748c19c58ab8618b35c8d	38150c9522fd9d1232d3d45c4a54c43b8171376c	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/pedagogy_expansion.tex	c055fe8d3863db268135a9414aba1333c4beb7682b80371ed45e3bfebeee337a	bbe10be71c1b2ec3b1fa1b70f15e18bcdde6e6eecbb0bf3655dd190622f13931
VII/21	books/vol07_differential_geometry/chapters/ch21_connections/chapter.tex	90c3eb709b3d9479987d44e4af32bf8a2e4d1fed6fd980b852e6b6f28076587a	1ac5c1a6619e7cf1428f4ab1de0858ec64991032	books/vol07_differential_geometry/chapters/ch21_connections/pedagogy_expansion.tex	ee31a7de5df0e3602bbeee184c671d5709f6ba39af0afc63b6a5f411710a679d	9a94498415c0e8233febc5b37fe0e57103739fa979eefca8171b69c0b3b337a6
VII/22	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	4d741ff99fb246d8be2f04a1962c8824cca5bb49b32e77d1b7bcc0f3c36893ad	d9555d4b6a897828121a08ad5bdd4e417662d047	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/pedagogy_expansion.tex	325d78a38dd9e7e8da41f2fe539b8692250535f536c17b734fc8b68586ef8974	54fc8540a855d43c55ce3876431bf728e492a678f08e934cf9cdd963e781603f
VII/23	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	be6360581a891ec208ddc89e2770b28f6abea9749f13e4648ada8f84aa170d7a	6b8d3ebafcde29724793a1d231e4320363d943a2	books/vol07_differential_geometry/chapters/ch23_geodesics/pedagogy_expansion.tex	52a4ff02d1eb3eca908f31a028847e111ad1b99235dd605ed097b4697483de6c	331a287cd4bd8d37425db297d1d5056bdac1c714cbf7b7d5b0846d735b169dc4
VII/24	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex	91e244261996669258bb01e8babee00e2494c1b43a5d4d822cc124a562f52f6e	5f24d170eb893dedb45ca412915dead77802526b	books/vol07_differential_geometry/chapters/ch24_parallel_transport/pedagogy_expansion.tex	c6878ca925f4adc6dbc0abea5286f04f69d4957267dea0bbd3fca5ce050c88af	8d05085b46987ec51fec76b182db49ea6901865e7640a1571fce369cb4aed51d
VII/25	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex	8eda3ce83fefa92b6a61f00806e2012004ef0428c6a97cf5fb5a9e5c2c576a32	6eaa01b9d02bf09c17a5986d2378befa03a98930	books/vol07_differential_geometry/chapters/ch25_holonomy/pedagogy_expansion.tex	8d5bfa610237f4d506188ef1fa1df32b4261cbdc95ed9563fe2f8b0197d20c61	968370df2590a17d40d36beee5262d8b7c7adcbbc8c02e7c46b6e36d39d702ad
VII/26	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	8be93d99615b07d7a041010f8069e9cbeff81d797ea2105191c8d430f8b74244	1e98f9de59d0689580b6277440b9f81d1833047f	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/pedagogy_expansion.tex	eaafb9df2539f77d59c26175d05b0a68956b1a172611474a909d88e3ceb0cf4c	b36f6fabe4d96a62dff64a380f76ef42f3447ced359931a5eadb7ba79c8629b8
VII/27	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	33fed3fffaa6ab31ccb1fe263c807896ac048ca15eddc85593fb9abb05ac92a9	2f112e52fe6149394888a0b3bac33c0d3e49b437	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/pedagogy_expansion.tex	0dd50633a1a3e25f83cdf272a04b0d3b02ecb2300663010b1a9ac8d7cd40be1b	91de9a4ad3cf63455050410380af2b991cc967d11297d571338d5401571e9b21
VII/28	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	eada8893bad2b4c59f781b71ceb60358c76f7c01d16374b21f67b05d60f6a9ff	f6f2bd2a9a7975df2677f9b06d99467061f03a55	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/pedagogy_expansion.tex	75bbab6786e02b62a0d0cc580a37bdddc28e1461cb818db91bd7ad220021c9fb	81ada810af718fc932de9106dd25d1c168f25c8bc8c302e47ba8a4eff42ccbae
VII/29	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	dec641a14387464877f38401fba8731c66b07ec5125e4830904518dcbc4afc7b	0e0e530b6d616696dfee2acb5e955bc915b920b7	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/pedagogy_expansion.tex	0cbafe13c9e96ba1da99bfc5548eeedffc8022316e88eb3ef119bce03c31c655	db185a7952612505673e142f1cac728f77213ac30303d9bfca6250bc886a8e02
VII/30	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	d2f72ce1d92775e68dd749ee910e5fe6de64d1e9dee6a40d673d618b96d3dfba	a1d6cb8fa2cbaf20be098996ca8641130ffcd2d8	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/pedagogy_expansion.tex	37df6d31ca733e5390725b3f2da31445a73b01a484056bc44b47bb1b26ef37aa	84e7d557fd969afe090021f7a4c88d1daf8c1c8666c6cf2e38e5a8e1f45d2006
VII/31	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex	d7ca84d919b2586e67f49e496302b1cd85cfccf0d9a27078e153f403511896e7	a8424eeccacb8158132b8f429ec4c1f78fe64552	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/pedagogy_expansion.tex	7457f2577e1f17bbfa00384ffb32d652f068f1851d17b0cd60a2018ad4628778	24ab72a14c7d3028e403c2f8a767618d9ae49a388e8894f9804db76a795b4f6a
VII/32	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex	fe4df27e9a87609a43c167d7a27d8efed5a588bdcb193e710fe0b0b53ab24e8c	6bb8bbe2b59bf3117389c673df2838d749378681	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/pedagogy_expansion.tex	4d95ae2119bcec00449ae3282a90376f1222bcd4121fdcd265da61cb621083ee	c3d327bdaa57a1793b251efd277d3476a571aa4d671cb135bc68cb9480054316
VII/33	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex	ead32dec789f47d24fed895deb8c6c4a8abc27092534fca1a1472a47ec999df0	6c40627937a79726b08dbe430be1941b078c75eb	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/pedagogy_expansion.tex	3a3576cba7a67bc567bec39b4b360be92493e9f5f34676b38577333834ce877d	a79342980e45b3c7c00d9c9d3c48c2dd41c6ef02868fb71768dc2525162f5ae8
VII/34	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex	494ff3601c6924026de54e83e45ab29a60fe44ac39f2a54294dbbdf09c89fba0	e011e2384976f8e7a5406e8a11baff8118be9a7e	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/pedagogy_expansion.tex	db7bb722ff78cbda65c1b20be46b32c0678a2c2294b74890f657fc3891eabe9f	a8d2fc4464150e45dddb2c45b9a917e10d311a7aa43e2cb319f1d11509ba435d
VII/35	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex	3dbcde272f307a07b4996b634e40b9b89a8c795cda98be4fb0d5ca497fce060a	1200760449532ddd20e3b14b746f44861eec8443	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/pedagogy_expansion.tex	0ba2e154adcbc4c4407252f037e6d1ce8d54703654ccbfc0e353d594803dcd3d	2190cad1f90e99ea86f2e5ad83c5800024a8d4e0509032ef459e1c3f63071528
VII/36	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex	3fa0b1f66fb68d99217ad0c2f726fbe5fa4daec4909fc6a0c77f5a62df1dbaed	df9660bce55adb0ea494f86a8d09cd94bee1800e	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/pedagogy_expansion.tex	47a654d97bf913b6e222947c1a6916636eb88a366c532cb448760f66991624cd	3957a3d2403042da4c95acd62e7e3a4c311b9d56ada4ad810da470dd61cfe789
VII/37	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex	aa4c036313cb13fb5d00f0fa7f41c21b8c92498564aad476ba0685c0098ec752	f53d63717716124d1b200a5eb5a44076af76e0c0	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/pedagogy_expansion.tex	9786d28fe499f6c546323dff72f6e61e1d5714a0a633614ce67b6ae055a20e7e	4e1ecb8aa4aeaa0de0dc0450609ec05d46bcb75d63fdafff3964da9dc0238dd9
VII/38	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	754532db8cb2a52d6dcdb243945588f9835a635517326edaf5a8c5a4485634cd	7224c1921951cea322c0dac159f1aeab0888e9b3	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/pedagogy_expansion.tex	68aa4649e71f95fa8f9e9d7036c6680bfa07b2a1ce4b783974b5e00e0a3f7e0b	b4a664b2761403f5248f5e20b0139a6f866bd245d606f90960417fec67b7fed6
VII/39	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	efe121875299d168266802001dbc043b42cc87b4bc9601b66662ce8ffb5b4141	7a74f942366a0e91fce8ed02f55dbed71fc8a85e	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/pedagogy_expansion.tex	e975b6b721ff9404f1b53f9048df6933e2d60094d41d50cfbaa03c4c265a4955	71ab322e8564b6f818d22f7a6296a95658146da27becf23e037256b251bd411a
VII/40	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	aebefcc19ef9c1b1d263ffa52cdbe2867db14b2d4f791bb9d1643bc978e58867	c61b4ca0f2458f91b63dcdc17a0f560cbd0eb579	books/vol07_differential_geometry/chapters/ch40_the_heat_method/pedagogy_expansion.tex	9da7e9f767430948d1a36025426bfb656f841fca4292ecb5247b1508d9295d66	f9c0d915b23edf8a0f608bb8cf38aaec69364a15242710e1326cae39cffc815b
VII/41	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex	e9602cb207c7fd07bfbbb3c1e44e696a621c362a3fd13a4037398a67cef6a202	6ac4a571d36186216310db854da87afe8e652037	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/pedagogy_expansion.tex	6baf06dbe78e0ef9a3fea6040bc7c0df3985c281dd982c1fe14eb2ccdfaae110	a4756027ac39e8362d173f8306270ae8625cf410da66618afcf9a3f799440c86
VII/42	books/vol07_differential_geometry/chapters/ch42_curvature_lines_ridges_and_valleys/chapter.tex	52cfef7087b6f60624ed08d72a5675c1c01f55e5e2145e0db0f13189646c1ffd	69a17bdceca4ba28e25abdad00b86b17d995dc17	books/vol07_differential_geometry/chapters/ch42_curvature_lines_ridges_and_valleys/pedagogy_expansion.tex	bd74bdd1544df4effaa0760a8851099984b12d651e4620c08f0e65c1e5931b72	c47de5c52d8671f6690c2cb2794d39141f8a004452800fd19dd88c2313d92027
