scope_id	source_file	source_block_id	source_selector	source_title_or_pattern	destination	coverage_rule	audit_status	instance_audit
VI-SCOPE-038	theory-of-algebraic-geometry-5.tex	T01.EXERCISE_CHILDREN	descendant-of(affine intersection|gluing)	problem|exercise|solution|worked problem	VI/20	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	VI20_AFFINE_GLUING_INSTANCE_AUDIT_2026-08-21
VI-SCOPE-039	theory-of-algebraic-geometry-5.tex	T02.EXERCISE_CHILDREN	descendant-of(open subscheme|closed subscheme|immersion)	problem|exercise|solution|worked problem	VI/22	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-040	theory-of-algebraic-geometry-5.tex	T03.EXERCISE_CHILDREN	descendant-of(integral scheme|reduced|irreducible)	problem|exercise|solution|worked problem	VI/27	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-041	theory-of-algebraic-geometry-5.tex	T04.EXERCISE_CHILDREN	descendant-of(Noetherian scheme)	problem|exercise|solution|worked problem	VI/26	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-042	theory-of-algebraic-geometry-5.tex	T05.EXERCISE_CHILDREN	descendant-of(component|connected)	problem|exercise|solution|worked problem	VI/05	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-043	theory-of-algebraic-geometry-6.tex	T01.EXERCISE_CHILDREN	descendant-of(finite type|Noetherian morphism|Noetherian scheme)	problem|exercise|solution|worked problem	VI/26	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-044	theory-of-algebraic-geometry-6.tex	T02.EXERCISE_CHILDREN	descendant-of(generic point)	problem|exercise|solution|worked problem	VI/09	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-045	theory-of-algebraic-geometry-6.tex	T03.EXERCISE_CHILDREN	descendant-of(integral scheme)	problem|exercise|solution|worked problem	VI/27	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-046	theory-of-algebraic-geometry-6.tex	T04.EXERCISE_CHILDREN	descendant-of(function field|rational function)	problem|exercise|solution|worked problem	VI/27	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-047	theory-of-algebraic-geometry-6.tex	T05.EXERCISE_CHILDREN	descendant-of(dimension|chain of primes)	problem|exercise|solution|worked problem	VI/29	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-048	theory-of-algebraic-geometry-7.tex	T01.EXERCISE_CHILDREN	descendant-of(fiber product|cartesian square)	problem|exercise|solution|worked problem	VI/23	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-049	theory-of-algebraic-geometry-7.tex	T02.EXERCISE_CHILDREN	descendant-of(base change)	problem|exercise|solution|worked problem	VI/24	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-050	theory-of-algebraic-geometry-7.tex	T03.EXERCISE_CHILDREN	descendant-of(fiber|geometric fiber)	problem|exercise|solution|worked problem	VI/25	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-051	theory-of-algebraic-geometry-7.tex	T05.EXERCISE_CHILDREN	descendant-of(normalization|integral closure|normal scheme)	problem|exercise|solution|worked problem	VI/28	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-052	theory-of-algebraic-geometry-8.tex	T01.EXERCISE_CHILDREN	descendant-of(Krull dimension|chain of prime)	problem|exercise|solution|worked problem	VI/29	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-053	theory-of-algebraic-geometry-8.tex	T02.EXERCISE_CHILDREN	descendant-of(dimension of scheme)	problem|exercise|solution|worked problem	VI/30	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-054	theory-of-algebraic-geometry-8.tex	T03.EXERCISE_CHILDREN	descendant-of(codimension|height)	problem|exercise|solution|worked problem	VI/31	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-055	theory-of-algebraic-geometry-8.tex	T04.EXERCISE_CHILDREN	descendant-of(generic point|variety)	problem|exercise|solution|worked problem	VI/09	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-056	theory-of-algebraic-geometry-8.tex	T05.EXERCISE_CHILDREN	descendant-of(tangent|local dimension)	problem|exercise|solution|worked problem	VI/32	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-057	theory-of-algebraic-geometry-9.tex	T01.EXERCISE_CHILDREN	descendant-of(Weil divisor|prime divisor)	problem|exercise|solution|worked problem	VI/39	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-058	theory-of-algebraic-geometry-9.tex	T02.EXERCISE_CHILDREN	descendant-of(Cartier divisor)	problem|exercise|solution|worked problem	VI/40	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-059	theory-of-algebraic-geometry-9.tex	T03.EXERCISE_CHILDREN	descendant-of(class group|divisor class)	problem|exercise|solution|worked problem	VI/41	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-060	theory-of-algebraic-geometry-9.tex	T04.EXERCISE_CHILDREN	descendant-of(line bundle|invertible sheaf|Picard)	problem|exercise|solution|worked problem	VI/42	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-061	theory-of-algebraic-geometry-9.tex	T05.EXERCISE_CHILDREN	descendant-of(coherent|quasi-coherent|projective morphism)	problem|exercise|solution|worked problem	VI/38	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-062	theory-of-commutative-algebra-12.tex	T01.EXERCISE_CHILDREN	descendant-of(residue field|kappa|\kappa)	problem|exercise|solution|worked problem	VI/11	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-063	theory-of-commutative-algebra-12.tex	T02.EXERCISE_CHILDREN	descendant-of(point of Spec|local ring|prime ideal)	problem|exercise|solution|worked problem	VI/11	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-064	theory-of-commutative-algebra-12.tex	T03.EXERCISE_CHILDREN	descendant-of(tangent space|m/m^2|cotangent)	problem|exercise|solution|worked problem	VI/32	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-065	theory-of-commutative-algebra-13.tex	T01.EXERCISE_CHILDREN	descendant-of(Spec|Zariski)	problem|exercise|solution|worked problem	VI/07	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-066	theory-of-commutative-algebra-13.tex	T02.EXERCISE_CHILDREN	descendant-of(local ring|stalk)	problem|exercise|solution|worked problem	VI/11	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-067	theory-of-commutative-algebra-13.tex	T03.EXERCISE_CHILDREN	descendant-of(reduced|nilpotent|nonreduced)	problem|exercise|solution|worked problem	VI/10	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-068	theory-of-commutative-algebra-13.tex	T04.EXERCISE_CHILDREN	descendant-of(affine scheme|structure sheaf)	problem|exercise|solution|worked problem	VI/18	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	VI18_AFFINE_SCHEMES_INSTANCE_AUDIT_2026-08-19
VI-SCOPE-069	theory-of-commutative-algebra-2.tex	T03.EXERCISE_CHILDREN	descendant-of(Spec|spectrum|fiber)	problem|exercise|solution|worked problem	VI/23	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-070	theory-of-differential-geometry-4.tex	T01.EXERCISE_CHILDREN	descendant-of(affine variety|algebraic set)	problem|exercise|solution|worked problem	VI/01	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-071	theory-of-differential-geometry-4.tex	T02.EXERCISE_CHILDREN	descendant-of(Zariski)	problem|exercise|solution|worked problem	VI/02	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-072	theory-of-differential-geometry-4.tex	T03.EXERCISE_CHILDREN	descendant-of(coordinate ring)	problem|exercise|solution|worked problem	VI/03	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-073	theory-of-differential-geometry-4.tex	T04.EXERCISE_CHILDREN	descendant-of(regular map|morphism)	problem|exercise|solution|worked problem	VI/04	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-074	theory-of-differential-geometry-4.tex	T05.EXERCISE_CHILDREN	descendant-of(affine curve|plane curve)	problem|exercise|solution|worked problem	VI/43	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-075	theory-of-differential-geometry-5.tex	T01.EXERCISE_CHILDREN	descendant-of(plane cubic|cubic curve)	problem|exercise|solution|worked problem	VI/43	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-076	theory-of-differential-geometry-5.tex	T02.EXERCISE_CHILDREN	descendant-of(Cremona|birational map)	problem|exercise|solution|worked problem	VI/44	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-077	theory-of-differential-geometry-5.tex	T03.EXERCISE_CHILDREN	descendant-of(blow-up|blowup|exceptional divisor)	problem|exercise|solution|worked problem	VI/45	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
VI-SCOPE-078	theory-of-differential-geometry-5.tex	T04.EXERCISE_CHILDREN	descendant-of(Picard|line bundle)	problem|exercise|solution|worked problem	VI/42	INHERIT_FROM_MATCHED_SECTION	EXHAUSTIVE_BY_INHERITANCE	TRACKED_FOR_DESTINATION_CHAPTER
