path	proposed_action	final_action	artifact_class	reason
imports/problem_inventory/POST_REPAIR_STRICT_PROMOTION_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_PROMOTION_SUPERSEDED_PREVIEW.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_PROMOTION_SUPERSEDED_ROWS.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_RESEGMENTATION_CANDIDATES.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_RESEGMENTATION_PACKET.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_RESEGMENTATION_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_RESEGMENTATION_SUMMARY.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_RESIDUAL_DIAGNOSTIC.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/POST_REPAIR_STRICT_RESIDUAL_DIAGNOSTIC.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/POST_REPAIR_STRICT_RESIDUAL_EDITORIAL_PACKET.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/POST_REPAIR_STRICT_RESIDUAL_EDITORIAL_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/POST_REPAIR_STRICT_UNCLASSIFIED_MULTIHEADING_FAMILIES.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/POST_REPAIR_STRUCTURAL_RISK_FAMILIES.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/POST_REPAIR_STRUCTURAL_RISK_ROWS.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/POST_REPAIR_STRUCTURAL_STATUS.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/POST_SPLIT_LINK_REVIEW.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_FINAL_LONG_CHILD_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_FINAL_STRUCTURAL_CLOSURE_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_FINAL_TWO_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_LONG_CHILD_DISPOSITION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_LONG_CHILD_HIGH_CONF_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_MERGED_SOFT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_P2_P3_RESOLUTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PARTIAL_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
