source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
theory-of-commutative-algebra-11.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	Chinese remainder	Chinese remainder	V/04	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v04-dossier-03
theory-of-commutative-algebra-11.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(coprime|comaximal)	problem|exercise|solution|worked problem	V/04	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v04-dossier-06
theory-of-commutative-algebra-11.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(coprime|comaximal)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/04	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v04-dossier-07
theory-of-commutative-algebra-11.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Chinese remainder)	problem|exercise|solution|worked problem	V/04	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v04-dossier-08
theory-of-commutative-algebra-11.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Chinese remainder)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/04	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v04-dossier-09
theory-of-commutative-algebra-11.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/04	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	localization|multiplicative set	localization	V/05	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v05-dossier-01
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(localization|multiplicative set)	problem|exercise|solution|worked problem	V/05	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v05-dossier-02
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(localization|multiplicative set)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/05	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v05-dossier-03
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/05	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/05	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	localization|S^{-1}|A_f	localization examples	V/06	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v06-dossier-01
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(localization|S^{-1}|A_f)	problem|exercise|solution|worked problem	V/06	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v06-dossier-02
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(localization|S^{-1}|A_f)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/06	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v06-dossier-03
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	exact|localization exact	exactness of localization	V/07	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v07-dossier-01
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(exact|localization exact)	problem|exercise|solution|worked problem	V/07	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v07-dossier-03
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(exact|localization exact)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/07	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v07-dossier-04
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	localization of modules|M_f	localization modules	V/07	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v07-dossier-02
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(localization of modules|M_f)	problem|exercise|solution|worked problem	V/07	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v07-dossier-05
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(localization of modules|M_f)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/07	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v07-dossier-06
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	localization|prime	localization at primes	V/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-01
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(localization|prime)	problem|exercise|solution|worked problem	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-05
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(localization|prime)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-06
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	residue field|local ring	local/residue fields	V/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-02
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	splitting field|field extension	field extensions/splitting	V/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-03
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(residue field|local ring)	problem|exercise|solution|worked problem	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-07
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(residue field|local ring)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-08
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(splitting field|field extension)	problem|exercise|solution|worked problem	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-09
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(splitting field|field extension)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-10
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	local ring|A_p|localization at prime	local rings at primes	V/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-04
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(local ring|A_p|localization at prime)	problem|exercise|solution|worked problem	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-11
theory-of-commutative-algebra-7.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(local ring|A_p|localization at prime)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v08-dossier-12
